Booking_ID,Date,Month,Week,Time,Ticket_Type,Booking_Mode,From_Station,To_Station,Passengers,Total_Fare,Payment_Type,Railway_Line,City,Day_Name,Is_Weekend,Hour,Fare_Per_Passenger
85665,2025-07-30,Jul,31,6:04:17,Return,Paperless,Virar,Churchgate,3,90,Credit Card,Western,Mumbai,Wednesday,0,6,30.0
84180,2025-08-14,Aug,33,16:53:55,Single,Paper,Kalyan,Byculla,1,15,Wallet,Central,Mumbai,Thursday,0,16,15.0
39145,2025-10-31,Oct,44,6:44:05,Single,Paper,Cst,Kurla,1,15,Credit Card,Central,Mumbai,Friday,0,6,15.0
62078,2025-02-09,Feb,7,9:44:17,Return,Paper,Kurla,Dadar,3,90,Upi,Central,Mumbai,Sunday,1,9,30.0
99030,2025-03-01,Mar,9,6:39:23,Monthly Pass,Paper,Dadar,Byculla,1,0,Debit Card,Central,Mumbai,Saturday,1,6,0.0
15931,2025-05-28,May,22,13:16:00,Single,Paper,Cst,Kurla,4,60,Credit Card,Harbour,Mumbai,Wednesday,0,13,15.0
17704,2025-12-11,Dec,50,20:58:34,Single,Paper,Panvel,Wadala,4,60,Debit Card,Harbour,Mumbai,Thursday,0,20,15.0
60102,2025-04-06,Apr,15,3:21:29,Return,Paper,Dadar,Thane,4,120,Credit Card,Central,Mumbai,Sunday,1,3,30.0
41280,2025-03-03,Mar,10,14:42:10,Return,Paperless,Kurla,Kalyan,1,30,Cash,Central,Mumbai,Monday,0,14,30.0
57971,2025-03-08,Mar,10,4:12:02,Return,Paperless,Shivajinagar,Akurdi,1,30,Cash,Pune,Pune,Saturday,1,4,30.0
44109,2025-01-20,Jan,4,5:57:42,Return,Paperless,Panvel,Vashi,2,60,Cash,Harbour,Mumbai,Monday,0,5,30.0
16704,2025-10-29,Oct,44,15:49:58,Single,Paperless,Kalyan,Byculla,2,30,Credit Card,Central,Mumbai,Wednesday,0,15,15.0
25325,2025-02-17,Feb,8,16:50:52,Monthly Pass,Paper,Khadki,Pune Jn,2,0,Debit Card,Pune,Pune,Monday,0,16,0.0
66772,2025-06-30,Jun,27,0:52:50,Single,Paper,Dadar,Marine Lines,1,15,Wallet,Western,Mumbai,Monday,0,0,15.0
84494,2025-02-14,Feb,7,14:11:48,Monthly Pass,Paperless,Khadki,Pune Jn,4,0,Debit Card,Pune,Pune,Friday,0,14,0.0
77983,2025-08-14,Aug,33,1:55:47,Single,Paper,Vashi,Kurla,2,30,Credit Card,Harbour,Mumbai,Thursday,0,1,15.0
67665,2025-09-03,Sep,36,17:44:49,Monthly Pass,Paper,Borivali,Virar,1,0,Cash,Western,Mumbai,Wednesday,0,17,0.0
10061,2025-03-13,Mar,11,8:50:04,Monthly Pass,Paperless,Thane,Byculla,2,0,Debit Card,Central,Mumbai,Thursday,0,8,0.0
87645,2025-07-18,Jul,29,5:11:30,Single,Paperless,Panvel,Cst,4,60,Credit Card,Harbour,Mumbai,Friday,0,5,15.0
91631,2025-01-18,Jan,3,17:55:17,Single,Paper,Vashi,Kurla,2,30,Debit Card,Harbour,Mumbai,Saturday,1,17,15.0
63698,2025-12-24,Dec,52,19:17:58,Return,Paper,Kalyan,Dadar,4,120,Cash,Central,Mumbai,Wednesday,0,19,30.0
26803,2025-09-17,Sep,38,13:49:54,Return,Paper,Akurdi,Shivajinagar,1,30,Cash,Pune,Pune,Wednesday,0,13,30.0
39251,2025-01-22,Jan,4,5:00:32,Single,Paperless,Dadar,Marine Lines,3,45,Wallet,Western,Mumbai,Wednesday,0,5,15.0
16561,2025-09-10,Sep,37,21:52:18,Return,Paper,Thane,Dadar,4,120,Cash,Central,Mumbai,Wednesday,0,21,30.0
52615,2025-02-27,Feb,9,15:29:31,Monthly Pass,Paper,Andheri,Dadar,4,0,Wallet,Western,Mumbai,Thursday,0,15,0.0
50348,2025-09-13,Sep,37,9:55:23,Single,Paper,Khadki,Akurdi,2,30,Wallet,Pune,Pune,Saturday,1,9,15.0
12543,2025-10-20,Oct,43,0:30:17,Monthly Pass,Paperless,Marine Lines,Virar,4,0,Credit Card,Western,Mumbai,Monday,0,0,0.0
94319,2025-01-02,Jan,1,13:53:30,Return,Paper,Cst,Wadala,1,30,Upi,Harbour,Mumbai,Thursday,0,13,30.0
38670,2025-12-04,Dec,49,1:45:44,Return,Paper,Dadar,Virar,4,120,Cash,Western,Mumbai,Thursday,0,1,30.0
73548,2025-11-04,Nov,45,5:09:18,Return,Paper,Dadar,Marine Lines,4,120,Upi,Western,Mumbai,Tuesday,0,5,30.0
85878,2025-03-29,Mar,13,20:07:02,Monthly Pass,Paperless,Thane,Dadar,1,0,Debit Card,Central,Mumbai,Saturday,1,20,0.0
36187,2025-06-24,Jun,26,20:20:30,Monthly Pass,Paper,Vashi,Cst,2,0,Wallet,Harbour,Mumbai,Tuesday,0,20,0.0
26793,2025-03-07,Mar,10,20:35:58,Monthly Pass,Paper,Marine Lines,Virar,3,0,Debit Card,Western,Mumbai,Friday,0,20,0.0
34580,2025-10-22,Oct,43,2:56:10,Single,Paperless,Borivali,Virar,2,30,Wallet,Western,Mumbai,Wednesday,0,2,15.0
30852,2025-06-30,Jun,27,4:13:37,Return,Paper,Shivajinagar,Pune Jn,3,90,Credit Card,Pune,Pune,Monday,0,4,30.0
30880,2025-07-23,Jul,30,21:52:22,Single,Paperless,Pune Jn,Akurdi,3,45,Wallet,Pune,Pune,Wednesday,0,21,15.0
44079,2025-02-28,Feb,9,7:56:04,Monthly Pass,Paper,Panvel,Kurla,4,0,Upi,Harbour,Mumbai,Friday,0,7,0.0
44782,2025-07-05,Jul,27,0:56:25,Return,Paper,Shivajinagar,Khadki,2,60,Upi,Pune,Pune,Saturday,1,0,30.0
21318,2025-12-28,Dec,53,21:09:11,Return,Paper,Kurla,Panvel,1,30,Wallet,Harbour,Mumbai,Sunday,1,21,30.0
72464,2025-02-02,Feb,6,17:49:38,Monthly Pass,Paperless,Panvel,Wadala,3,0,Credit Card,Harbour,Mumbai,Sunday,1,17,0.0
98459,2025-10-17,Oct,42,12:52:26,Single,Paperless,Khadki,Akurdi,4,60,Cash,Pune,Pune,Friday,0,12,15.0
32601,2025-04-13,Apr,16,2:56:28,Monthly Pass,Paper,Thane,Kurla,3,0,Cash,Central,Mumbai,Sunday,1,2,0.0
33759,2025-10-16,Oct,42,2:58:44,Monthly Pass,Paperless,Virar,Dadar,2,0,Debit Card,Western,Mumbai,Thursday,0,2,0.0
38006,2025-05-12,May,20,0:11:24,Monthly Pass,Paperless,Shivajinagar,Pune Jn,4,0,Upi,Pune,Pune,Monday,0,0,0.0
27931,2025-11-22,Nov,47,14:42:49,Single,Paperless,Shivajinagar,Akurdi,4,60,Wallet,Pune,Pune,Saturday,1,14,15.0
59514,2025-04-09,Apr,15,5:34:33,Single,Paperless,Panvel,Wadala,2,30,Wallet,Harbour,Mumbai,Wednesday,0,5,15.0
79996,2025-01-10,Jan,2,8:45:16,Monthly Pass,Paperless,Akurdi,Shivajinagar,4,0,Cash,Pune,Pune,Friday,0,8,0.0
31297,2025-06-24,Jun,26,23:32:42,Return,Paper,Kalyan,Kurla,1,30,Wallet,Central,Mumbai,Tuesday,0,23,30.0
77044,2025-05-01,May,18,17:49:57,Monthly Pass,Paper,Khadki,Pune Jn,1,0,Upi,Pune,Pune,Thursday,0,17,0.0
62207,2025-03-19,Mar,12,13:38:59,Single,Paper,Kurla,Wadala,4,60,Cash,Harbour,Mumbai,Wednesday,0,13,15.0
24331,2025-03-26,Mar,13,4:27:28,Single,Paperless,Virar,Marine Lines,1,15,Wallet,Western,Mumbai,Wednesday,0,4,15.0
18412,2025-11-02,Nov,45,11:31:38,Single,Paper,Khadki,Pune Jn,2,30,Cash,Pune,Pune,Sunday,1,11,15.0
48747,2025-05-06,May,19,8:34:43,Single,Paper,Dadar,Kurla,2,30,Credit Card,Central,Mumbai,Tuesday,0,8,15.0
95039,2025-12-10,Dec,50,18:49:01,Single,Paper,Vashi,Panvel,2,30,Cash,Harbour,Mumbai,Wednesday,0,18,15.0
85145,2025-04-27,Apr,18,10:59:21,Return,Paper,Virar,Marine Lines,1,30,Wallet,Western,Mumbai,Sunday,1,10,30.0
51441,2025-10-03,Oct,40,7:40:10,Monthly Pass,Paper,Kurla,Thane,4,0,Debit Card,Central,Mumbai,Friday,0,7,0.0
74689,2025-03-26,Mar,13,5:56:01,Monthly Pass,Paper,Borivali,Marine Lines,1,0,Credit Card,Western,Mumbai,Wednesday,0,5,0.0
72176,2025-01-14,Jan,3,6:44:18,Single,Paperless,Virar,Dadar,1,15,Cash,Western,Mumbai,Tuesday,0,6,15.0
26348,2025-01-05,Jan,2,22:14:10,Return,Paperless,Shivajinagar,Khadki,1,30,Debit Card,Pune,Pune,Sunday,1,22,30.0
83738,2025-05-22,May,21,16:24:20,Monthly Pass,Paper,Dadar,Cst,3,0,Cash,Central,Mumbai,Thursday,0,16,0.0
14780,2025-10-06,Oct,41,15:00:09,Single,Paper,Wadala,Vashi,3,45,Debit Card,Harbour,Mumbai,Monday,0,15,15.0
14082,2025-03-29,Mar,13,4:11:29,Return,Paperless,Churchgate,Virar,3,90,Credit Card,Western,Mumbai,Saturday,1,4,30.0
94180,2025-01-24,Jan,4,1:39:26,Single,Paper,Kurla,Vashi,4,60,Cash,Harbour,Mumbai,Friday,0,1,15.0
85652,2025-05-06,May,19,18:44:16,Return,Paper,Khadki,Shivajinagar,4,120,Wallet,Pune,Pune,Tuesday,0,18,30.0
76501,2025-11-04,Nov,45,6:00:04,Return,Paper,Cst,Kurla,2,60,Wallet,Harbour,Mumbai,Tuesday,0,6,30.0
78574,2025-09-20,Sep,38,14:27:36,Return,Paper,Wadala,Panvel,2,60,Wallet,Harbour,Mumbai,Saturday,1,14,30.0
42913,2025-05-20,May,21,10:35:43,Single,Paperless,Shivajinagar,Pune Jn,3,45,Upi,Pune,Pune,Tuesday,0,10,15.0
76533,2025-11-07,Nov,45,11:56:06,Return,Paperless,Kurla,Cst,4,120,Cash,Harbour,Mumbai,Friday,0,11,30.0
73921,2025-05-11,May,20,12:54:08,Return,Paperless,Churchgate,Borivali,4,120,Credit Card,Western,Mumbai,Sunday,1,12,30.0
78555,2025-11-24,Nov,48,16:48:59,Return,Paperless,Pune Jn,Khadki,1,30,Upi,Pune,Pune,Monday,0,16,30.0
82884,2025-09-22,Sep,39,16:04:04,Monthly Pass,Paper,Marine Lines,Churchgate,2,0,Cash,Western,Mumbai,Monday,0,16,0.0
67261,2025-08-10,Aug,33,9:47:18,Return,Paper,Shivajinagar,Pune Jn,1,30,Cash,Pune,Pune,Sunday,1,9,30.0
11393,2025-04-18,Apr,16,5:11:21,Monthly Pass,Paperless,Khadki,Shivajinagar,3,0,Upi,Pune,Pune,Friday,0,5,0.0
27761,2025-05-11,May,20,21:44:09,Monthly Pass,Paperless,Akurdi,Khadki,4,0,Credit Card,Pune,Pune,Sunday,1,21,0.0
13378,2025-02-01,Feb,5,1:50:35,Return,Paper,Wadala,Panvel,3,90,Wallet,Harbour,Mumbai,Saturday,1,1,30.0
45884,2025-04-05,Apr,14,12:01:18,Return,Paper,Dadar,Kalyan,4,120,Wallet,Central,Mumbai,Saturday,1,12,30.0
12939,2025-05-16,May,20,15:05:52,Monthly Pass,Paper,Borivali,Churchgate,2,0,Debit Card,Western,Mumbai,Friday,0,15,0.0
52391,2025-11-21,Nov,47,18:59:06,Monthly Pass,Paperless,Churchgate,Dadar,2,0,Upi,Western,Mumbai,Friday,0,18,0.0
50716,2025-04-18,Apr,16,6:17:35,Single,Paper,Cst,Kalyan,4,60,Cash,Central,Mumbai,Friday,0,6,15.0
98564,2025-10-02,Oct,40,1:13:27,Monthly Pass,Paper,Borivali,Marine Lines,4,0,Wallet,Western,Mumbai,Thursday,0,1,0.0
91331,2025-06-23,Jun,26,22:53:48,Return,Paper,Akurdi,Pune Jn,1,30,Wallet,Pune,Pune,Monday,0,22,30.0
91698,2025-02-20,Feb,8,7:34:35,Monthly Pass,Paper,Dadar,Thane,1,0,Wallet,Central,Mumbai,Thursday,0,7,0.0
55163,2025-12-12,Dec,50,0:40:54,Single,Paperless,Byculla,Thane,2,30,Debit Card,Central,Mumbai,Friday,0,0,15.0
92698,2025-02-15,Feb,7,3:48:19,Monthly Pass,Paper,Cst,Vashi,4,0,Credit Card,Harbour,Mumbai,Saturday,1,3,0.0
28974,2025-03-05,Mar,10,6:48:42,Monthly Pass,Paperless,Shivajinagar,Khadki,2,0,Debit Card,Pune,Pune,Wednesday,0,6,0.0
76391,2025-05-20,May,21,8:15:53,Single,Paper,Khadki,Akurdi,1,15,Upi,Pune,Pune,Tuesday,0,8,15.0
96209,2025-05-02,May,18,1:04:47,Return,Paperless,Andheri,Churchgate,2,60,Upi,Western,Mumbai,Friday,0,1,30.0
85192,2025-11-14,Nov,46,6:42:03,Return,Paperless,Kurla,Kalyan,4,120,Cash,Central,Mumbai,Friday,0,6,30.0
96319,2025-06-07,Jun,23,3:21:21,Return,Paperless,Vashi,Kurla,2,60,Cash,Harbour,Mumbai,Saturday,1,3,30.0
11626,2025-09-17,Sep,38,12:38:05,Return,Paperless,Khadki,Akurdi,2,60,Upi,Pune,Pune,Wednesday,0,12,30.0
11457,2025-09-30,Sep,40,17:23:26,Single,Paper,Byculla,Cst,3,45,Debit Card,Central,Mumbai,Tuesday,0,17,15.0
37019,2025-11-18,Nov,47,22:24:53,Single,Paper,Vashi,Kurla,1,15,Upi,Harbour,Mumbai,Tuesday,0,22,15.0
56300,2025-01-04,Jan,1,0:28:00,Monthly Pass,Paperless,Cst,Byculla,1,0,Wallet,Central,Mumbai,Saturday,1,0,0.0
41637,2025-09-25,Sep,39,7:54:15,Return,Paperless,Kalyan,Byculla,1,30,Upi,Central,Mumbai,Thursday,0,7,30.0
10095,2025-07-29,Jul,31,21:15:28,Single,Paperless,Cst,Vashi,3,45,Wallet,Harbour,Mumbai,Tuesday,0,21,15.0
56267,2025-12-13,Dec,50,23:52:40,Single,Paperless,Thane,Cst,2,30,Credit Card,Central,Mumbai,Saturday,1,23,15.0
25758,2025-04-13,Apr,16,13:28:40,Single,Paperless,Shivajinagar,Khadki,2,30,Debit Card,Pune,Pune,Sunday,1,13,15.0
47251,2025-10-22,Oct,43,5:39:48,Single,Paperless,Wadala,Vashi,3,45,Wallet,Harbour,Mumbai,Wednesday,0,5,15.0
48146,2025-08-09,Aug,32,17:01:59,Return,Paperless,Marine Lines,Virar,3,90,Wallet,Western,Mumbai,Saturday,1,17,30.0
46988,2025-04-20,Apr,17,4:01:12,Monthly Pass,Paper,Dadar,Marine Lines,3,0,Wallet,Western,Mumbai,Sunday,1,4,0.0
49597,2025-02-11,Feb,7,6:02:12,Single,Paper,Shivajinagar,Akurdi,3,45,Upi,Pune,Pune,Tuesday,0,6,15.0
10188,2025-03-13,Mar,11,9:27:13,Single,Paper,Thane,Cst,1,15,Credit Card,Central,Mumbai,Thursday,0,9,15.0
84652,2025-05-26,May,22,6:32:11,Monthly Pass,Paperless,Kurla,Wadala,1,0,Cash,Harbour,Mumbai,Monday,0,6,0.0
18725,2025-09-09,Sep,37,9:54:09,Monthly Pass,Paper,Shivajinagar,Khadki,1,0,Debit Card,Pune,Pune,Tuesday,0,9,0.0
65144,2025-06-11,Jun,24,11:06:00,Return,Paper,Shivajinagar,Akurdi,4,120,Cash,Pune,Pune,Wednesday,0,11,30.0
59560,2025-01-07,Jan,2,17:03:05,Single,Paperless,Cst,Kurla,2,30,Debit Card,Harbour,Mumbai,Tuesday,0,17,15.0
51687,2025-10-30,Oct,44,1:24:57,Monthly Pass,Paperless,Thane,Cst,1,0,Debit Card,Central,Mumbai,Thursday,0,1,0.0
74105,2025-06-11,Jun,24,17:59:42,Monthly Pass,Paperless,Shivajinagar,Khadki,3,0,Wallet,Pune,Pune,Wednesday,0,17,0.0
60601,2025-04-28,Apr,18,13:28:56,Single,Paperless,Marine Lines,Dadar,2,30,Wallet,Western,Mumbai,Monday,0,13,15.0
11092,2025-12-13,Dec,50,18:18:41,Single,Paperless,Kurla,Wadala,1,15,Wallet,Harbour,Mumbai,Saturday,1,18,15.0
52027,2025-07-20,Jul,30,14:38:22,Return,Paperless,Andheri,Dadar,4,120,Wallet,Western,Mumbai,Sunday,1,14,30.0
41495,2025-11-05,Nov,45,17:37:03,Single,Paper,Kalyan,Cst,1,15,Wallet,Central,Mumbai,Wednesday,0,17,15.0
46945,2025-09-06,Sep,36,4:08:18,Return,Paperless,Vashi,Kurla,1,30,Debit Card,Harbour,Mumbai,Saturday,1,4,30.0
92763,2025-02-14,Feb,7,7:30:31,Single,Paperless,Kurla,Cst,3,45,Cash,Harbour,Mumbai,Friday,0,7,15.0
74107,2025-04-18,Apr,16,18:21:57,Monthly Pass,Paperless,Thane,Kalyan,3,0,Credit Card,Central,Mumbai,Friday,0,18,0.0
85855,2025-02-20,Feb,8,16:20:51,Single,Paperless,Kurla,Panvel,1,15,Debit Card,Harbour,Mumbai,Thursday,0,16,15.0
73083,2025-02-25,Feb,9,10:42:43,Monthly Pass,Paperless,Kurla,Dadar,2,0,Cash,Central,Mumbai,Tuesday,0,10,0.0
35578,2025-07-05,Jul,27,23:48:50,Return,Paper,Akurdi,Pune Jn,2,60,Cash,Pune,Pune,Saturday,1,23,30.0
51316,2025-02-01,Feb,5,23:35:59,Single,Paperless,Wadala,Cst,3,45,Cash,Harbour,Mumbai,Saturday,1,23,15.0
53468,2025-12-07,Dec,50,13:03:44,Monthly Pass,Paper,Virar,Andheri,4,0,Upi,Western,Mumbai,Sunday,1,13,0.0
51248,2025-08-30,Aug,35,5:17:12,Return,Paper,Wadala,Vashi,4,120,Wallet,Harbour,Mumbai,Saturday,1,5,30.0
78448,2025-03-31,Mar,14,22:44:09,Single,Paper,Khadki,Shivajinagar,1,15,Cash,Pune,Pune,Monday,0,22,15.0
14714,2025-10-22,Oct,43,19:41:39,Return,Paper,Dadar,Kurla,3,90,Wallet,Central,Mumbai,Wednesday,0,19,30.0
34195,2025-09-17,Sep,38,11:58:34,Monthly Pass,Paper,Kurla,Vashi,4,0,Wallet,Harbour,Mumbai,Wednesday,0,11,0.0
99680,2025-02-02,Feb,6,4:45:28,Single,Paperless,Byculla,Kalyan,3,45,Upi,Central,Mumbai,Sunday,1,4,15.0
53585,2025-12-21,Dec,52,8:38:57,Return,Paper,Akurdi,Khadki,4,120,Credit Card,Pune,Pune,Sunday,1,8,30.0
30278,2025-05-20,May,21,16:59:51,Single,Paper,Cst,Vashi,4,60,Wallet,Harbour,Mumbai,Tuesday,0,16,15.0
71570,2025-01-24,Jan,4,5:05:10,Single,Paper,Panvel,Vashi,2,30,Debit Card,Harbour,Mumbai,Friday,0,5,15.0
71983,2025-09-27,Sep,39,22:36:50,Return,Paperless,Churchgate,Andheri,4,120,Credit Card,Western,Mumbai,Saturday,1,22,30.0
28076,2025-03-16,Mar,12,9:14:33,Single,Paper,Byculla,Dadar,3,45,Upi,Central,Mumbai,Sunday,1,9,15.0
55247,2025-02-27,Feb,9,2:20:23,Monthly Pass,Paper,Pune Jn,Shivajinagar,1,0,Debit Card,Pune,Pune,Thursday,0,2,0.0
67208,2025-08-27,Aug,35,2:43:00,Monthly Pass,Paper,Vashi,Kurla,3,0,Credit Card,Harbour,Mumbai,Wednesday,0,2,0.0
31059,2025-09-20,Sep,38,18:49:48,Single,Paper,Kurla,Byculla,3,45,Upi,Central,Mumbai,Saturday,1,18,15.0
95664,2025-08-06,Aug,32,15:22:45,Return,Paper,Pune Jn,Akurdi,4,120,Cash,Pune,Pune,Wednesday,0,15,30.0
63460,2025-11-08,Nov,45,23:27:16,Return,Paperless,Kurla,Cst,3,90,Credit Card,Harbour,Mumbai,Saturday,1,23,30.0
48244,2025-08-05,Aug,32,22:44:29,Monthly Pass,Paperless,Vashi,Wadala,3,0,Credit Card,Harbour,Mumbai,Tuesday,0,22,0.0
42432,2025-06-22,Jun,26,0:51:44,Return,Paperless,Akurdi,Shivajinagar,3,90,Wallet,Pune,Pune,Sunday,1,0,30.0
61317,2025-02-07,Feb,6,21:34:03,Return,Paper,Akurdi,Khadki,3,90,Upi,Pune,Pune,Friday,0,21,30.0
98859,2025-12-05,Dec,49,17:34:20,Monthly Pass,Paperless,Akurdi,Khadki,4,0,Credit Card,Pune,Pune,Friday,0,17,0.0
77328,2025-04-30,Apr,18,18:25:35,Return,Paperless,Andheri,Borivali,3,90,Credit Card,Western,Mumbai,Wednesday,0,18,30.0
53866,2025-01-06,Jan,2,14:44:15,Monthly Pass,Paperless,Kurla,Thane,1,0,Wallet,Central,Mumbai,Monday,0,14,0.0
55447,2025-12-25,Dec,52,1:28:11,Return,Paperless,Thane,Byculla,3,90,Wallet,Central,Mumbai,Thursday,0,1,30.0
34357,2025-12-08,Dec,50,14:03:11,Single,Paper,Dadar,Byculla,3,45,Wallet,Central,Mumbai,Monday,0,14,15.0
75951,2025-05-12,May,20,8:33:00,Return,Paperless,Marine Lines,Andheri,2,60,Credit Card,Western,Mumbai,Monday,0,8,30.0
69406,2025-04-27,Apr,18,10:32:56,Monthly Pass,Paper,Kurla,Byculla,4,0,Credit Card,Central,Mumbai,Sunday,1,10,0.0
73229,2025-03-24,Mar,13,23:31:47,Return,Paper,Kalyan,Kurla,1,30,Upi,Central,Mumbai,Monday,0,23,30.0
90326,2025-02-10,Feb,7,19:20:37,Single,Paperless,Cst,Wadala,3,45,Credit Card,Harbour,Mumbai,Monday,0,19,15.0
47293,2025-10-28,Oct,44,13:15:29,Return,Paper,Vashi,Wadala,3,90,Wallet,Harbour,Mumbai,Tuesday,0,13,30.0
32071,2025-06-17,Jun,25,23:29:03,Return,Paperless,Churchgate,Marine Lines,4,120,Wallet,Western,Mumbai,Tuesday,0,23,30.0
72288,2025-06-15,Jun,25,10:53:46,Monthly Pass,Paper,Akurdi,Shivajinagar,2,0,Wallet,Pune,Pune,Sunday,1,10,0.0
51384,2025-02-11,Feb,7,19:46:15,Return,Paper,Cst,Kurla,4,120,Credit Card,Harbour,Mumbai,Tuesday,0,19,30.0
83123,2025-05-19,May,21,21:22:41,Return,Paperless,Dadar,Andheri,2,60,Debit Card,Western,Mumbai,Monday,0,21,30.0
21057,2025-09-14,Sep,38,1:42:54,Single,Paperless,Churchgate,Virar,1,15,Upi,Western,Mumbai,Sunday,1,1,15.0
24755,2025-11-12,Nov,46,15:00:52,Monthly Pass,Paper,Cst,Thane,3,0,Credit Card,Central,Mumbai,Wednesday,0,15,0.0
12735,2025-04-05,Apr,14,5:31:41,Monthly Pass,Paperless,Khadki,Shivajinagar,4,0,Wallet,Pune,Pune,Saturday,1,5,0.0
94147,2025-08-07,Aug,32,11:31:35,Single,Paper,Kurla,Byculla,1,15,Cash,Central,Mumbai,Thursday,0,11,15.0
80150,2025-10-02,Oct,40,10:00:25,Single,Paper,Shivajinagar,Pune Jn,3,45,Wallet,Pune,Pune,Thursday,0,10,15.0
64974,2025-06-03,Jun,23,16:33:18,Single,Paper,Dadar,Cst,4,60,Wallet,Central,Mumbai,Tuesday,0,16,15.0
98295,2025-01-07,Jan,2,5:47:11,Monthly Pass,Paperless,Akurdi,Shivajinagar,2,0,Credit Card,Pune,Pune,Tuesday,0,5,0.0
31073,2025-11-29,Nov,48,22:11:29,Single,Paper,Dadar,Kurla,4,60,Debit Card,Central,Mumbai,Saturday,1,22,15.0
95229,2025-06-18,Jun,25,13:49:37,Return,Paper,Cst,Wadala,4,120,Upi,Harbour,Mumbai,Wednesday,0,13,30.0
82533,2025-11-04,Nov,45,7:06:47,Return,Paperless,Khadki,Shivajinagar,2,60,Credit Card,Pune,Pune,Tuesday,0,7,30.0
88631,2025-06-22,Jun,26,13:36:08,Return,Paper,Byculla,Kalyan,3,90,Upi,Central,Mumbai,Sunday,1,13,30.0
17863,2025-04-16,Apr,16,0:41:13,Monthly Pass,Paper,Vashi,Panvel,3,0,Cash,Harbour,Mumbai,Wednesday,0,0,0.0
92641,2025-07-10,Jul,28,13:16:31,Monthly Pass,Paperless,Vashi,Wadala,2,0,Wallet,Harbour,Mumbai,Thursday,0,13,0.0
46985,2025-06-17,Jun,25,7:25:05,Return,Paperless,Marine Lines,Andheri,1,30,Wallet,Western,Mumbai,Tuesday,0,7,30.0
46594,2025-09-06,Sep,36,17:40:36,Monthly Pass,Paperless,Kurla,Thane,1,0,Cash,Central,Mumbai,Saturday,1,17,0.0
84270,2025-01-11,Jan,2,12:28:01,Single,Paperless,Shivajinagar,Pune Jn,1,15,Cash,Pune,Pune,Saturday,1,12,15.0
88209,2025-06-03,Jun,23,5:54:07,Monthly Pass,Paper,Pune Jn,Khadki,3,0,Debit Card,Pune,Pune,Tuesday,0,5,0.0
57861,2025-07-06,Jul,28,10:59:15,Monthly Pass,Paperless,Panvel,Cst,4,0,Credit Card,Harbour,Mumbai,Sunday,1,10,0.0
92832,2025-01-04,Jan,1,4:04:59,Single,Paperless,Wadala,Vashi,3,45,Debit Card,Harbour,Mumbai,Saturday,1,4,15.0
81022,2025-02-25,Feb,9,16:49:25,Monthly Pass,Paper,Kurla,Kalyan,2,0,Wallet,Central,Mumbai,Tuesday,0,16,0.0
42850,2025-11-25,Nov,48,2:57:27,Single,Paper,Cst,Panvel,1,15,Credit Card,Harbour,Mumbai,Tuesday,0,2,15.0
99409,2025-05-21,May,21,8:04:34,Monthly Pass,Paperless,Thane,Kurla,2,0,Wallet,Central,Mumbai,Wednesday,0,8,0.0
53655,2025-04-25,Apr,17,18:52:21,Return,Paper,Khadki,Pune Jn,1,30,Wallet,Pune,Pune,Friday,0,18,30.0
91785,2025-02-23,Feb,9,23:00:45,Single,Paper,Cst,Byculla,4,60,Upi,Central,Mumbai,Sunday,1,23,15.0
70942,2025-06-17,Jun,25,11:37:13,Single,Paper,Churchgate,Virar,2,30,Credit Card,Western,Mumbai,Tuesday,0,11,15.0
56636,2025-07-27,Jul,31,11:49:51,Single,Paper,Wadala,Kurla,2,30,Cash,Harbour,Mumbai,Sunday,1,11,15.0
76404,2025-11-22,Nov,47,23:20:31,Return,Paper,Wadala,Vashi,1,30,Cash,Harbour,Mumbai,Saturday,1,23,30.0
19655,2025-08-02,Aug,31,1:14:14,Single,Paper,Shivajinagar,Khadki,3,45,Cash,Pune,Pune,Saturday,1,1,15.0
61299,2025-10-25,Oct,43,5:54:25,Single,Paper,Shivajinagar,Akurdi,2,30,Credit Card,Pune,Pune,Saturday,1,5,15.0
61113,2025-02-13,Feb,7,13:17:05,Monthly Pass,Paperless,Pune Jn,Akurdi,4,0,Wallet,Pune,Pune,Thursday,0,13,0.0
19026,2025-03-13,Mar,11,3:51:06,Single,Paperless,Khadki,Shivajinagar,2,30,Debit Card,Pune,Pune,Thursday,0,3,15.0
73250,2025-08-15,Aug,33,19:29:31,Monthly Pass,Paper,Kurla,Vashi,2,0,Upi,Harbour,Mumbai,Friday,0,19,0.0
15627,2025-09-11,Sep,37,1:38:53,Return,Paper,Byculla,Cst,3,90,Credit Card,Central,Mumbai,Thursday,0,1,30.0
27841,2025-01-13,Jan,3,16:34:37,Single,Paperless,Pune Jn,Akurdi,3,45,Debit Card,Pune,Pune,Monday,0,16,15.0
36197,2025-06-04,Jun,23,1:04:28,Monthly Pass,Paper,Pune Jn,Khadki,1,0,Wallet,Pune,Pune,Wednesday,0,1,0.0
67526,2025-11-05,Nov,45,23:53:58,Return,Paperless,Cst,Kurla,4,120,Cash,Central,Mumbai,Wednesday,0,23,30.0
75542,2025-07-17,Jul,29,19:16:30,Return,Paper,Kalyan,Dadar,1,30,Cash,Central,Mumbai,Thursday,0,19,30.0
72406,2025-07-26,Jul,30,1:19:30,Return,Paper,Pune Jn,Shivajinagar,2,60,Credit Card,Pune,Pune,Saturday,1,1,30.0
